1276,Technosoft Corporation,3.8,178,Company - Private,1276
1279,SRA OSS,3.3,178,Company - Private,1279
1283,Apex Systems,3.8,179,Subsidiary or Business Segment,1283
1292,Tachyon Technologies LLC,4.4,178,Company - Private,1292
1293,Mackin,3.4,182,Company - Private,1293
1294,Lark Health,3.9,181,Company - Private,1294
1296,Splunk,4.1,178,Company - Public,1296
1298,Vaco,3.3,180,Company - Private,1298
1299,Intuit,4.4,181,Company - Public,1299
1300,Stanford Health Care,3.9,180,Hospital,1300
1301,Cepheid,3.3,182,Company - Private,1301
1305,Enquero Inc,3.7,188,Company - Private,1305
1307,DynPro Inc.,3.5,178,Company - Private,1307
1309,eHealth,3.7,174,Company - Public,1309
1310,Centrillion,2.2,180,Company - Private,1310
1313,eTeam Inc.,3.7,181,Company - Private,1313
1314,SOFTHQ INC,4.0,182,Company - Private,1314
1317,Fortinet,4.5,182,Company - Public,1317
1319,Akorbi,3.5,181,Company - Private,1319
1322,"ICONMA, LLC",3.6,175,Company - Private,1322
1325,"Cadence Design Systems, Inc.",4.1,178,Company - Public,1325
1327,Optima Global Solutions,3.9,178,Company - Private,1327
1329,Alexza Pharmaceuticals,3.7,181,Company - Private,1329
1331,Ampcus Incorporated,3.9,178,Company - Private,1331
1333,Yochana,2.9,181,Company - Private,1333
1337,Bill.Com,3.6,180,Company - Public,1337
1338,Diverse Lynx,3.9,174,Company - Private,1338
1339,Infotree Service Inc,3.7,180,Company - Private,1339
1342,Pushnami,4.6,190,Company - Private,1342
1343,MedSeek,2.6,190,Company - Private,1343
1345,Assembly,2.6,190,Subsidiary or Business Segment,1345
1350,Zynga,4.1,190,Company - Public,1350
1352,KGS,4.7,190,Company - Private,1352
1355,CYNET SYSTEMS,4.0,190,Company - Private,1355
1356,Assembly,3.4,190,Company - Public,1356
1357,Lightspeed Systems,4.3,190,Company - Private,1357
1359,"Staffigo Technical Services, LLC",5.0,190,Company - Private,1359
1360,GroupBy Inc.,3.2,190,Company - Private,1360
1363,Robert Half,3.5,190,Company - Public,1363
1364,Facebook,4.5,190,Company - Public,1364
1369,Q2eBanking,3.2,190,Company - Public,1369
1370,Allegan General Hospital,3.7,190,Company - Private,1370
1375,NVIDIA,4.6,190,Company - Public,1375
1380,Bazaarvoice,3.7,190,Company - Private,1380
1381,Gemalto,3.3,190,Company - Public,1381
1385,Sonic Healthcare USA,2.7,190,Company - Public,1385
1386,Ascension,3.3,190,Nonprofit Organization,1386
1388,ISHPI Information Technologies,3.5,190,Company - Private,1388
1389,University Federal Credit Union,3.5,190,Nonprofit Organization,1389
1390,Sense Corp,3.8,190,Company - Private,1390
1391,Booz Allen Hamilton,3.8,190,Company - Public,1391
1392,22nd Century Technologies,3.7,190,Company - Private,1392
1394,Octo Consulting Group,3.9,190,Company - Private,1394
1395,Seven Seven Softwares,3.1,190,Company - Public,1395
1401,GasPedal,3.5,190,Company - Private,1401
1408,The Judge Group,3.5,192,Company - Private,1408
1410,CSI Tech Inc.,3.0,194,Company - Private,1410
1411,Robert Half,3.5,194,Company - Public,1411
1413,Software Guidance & Assistance,3.7,194,Company - Private,1413
1414,"Staffigo Technical Services, LLC",5.0,194,Company - Private,1414
1420,Kemper,2.9,194,Company - Public,1420
1423,Diverse Lynx,3.9,194,Company - Private,1423
1426,CornerStone Staffing,3.8,195,Company - Private,1426
1428,Bell Helicopter,3.9,195,Subsidiary or Business Segment,1428
1429,E Business International,3.1,195,Company - Private,1429
1430,"InfoVision, Inc.",4.4,164,Company - Private,1430
1433,GM Financial,2.9,195,Company - Public,1433
1436,Prudent Technologies & Consulting,4.2,195,Company - Private,1436
1437,System Soft Technologies,4.8,195,Company - Private,1437
1442,"Global Technical Talent, LLC",3.6,197,Company - Private,1442
1443,CyberCoders,4.2,198,Subsidiary or Business Segment,1443
1445,Nationwide Children's Hospital,3.7,198,Nonprofit Organization,1445
1446,The Paragon Group,2.9,198,Company - Public,1446
1447,Abercrombie & Fitch Co.,3.5,198,Company - Public,1447
1452,"Staffigo Technical Services, LLC",5.0,198,Company - Private,1452
1457,Beacon Hill Staffing Group,4.5,198,Company - Private,1457
1460,Revel IT,5.0,201,Company - Private,1460
1462,Avani Technology Solutions,4.5,198,Company - Private,1462
1463,"Amyx, Inc.",4.0,198,Company - Private,1463
1464,"Dedicated Tech Services, Inc.",4.5,201,Private Practice / Firm,1464
1468,Nationwide Childrens Hospital,3.7,198,Nonprofit Organization,1468
1470,Creative Financial Staffing,4.5,199,Company - Private,1470
1477,pureIntegration,3.4,202,Company - Private,1477
1478,Kforce,4.1,202,Company - Public,1478
1479,Collabera,4.1,202,Company - Private,1479
1480,TEKsystems,3.9,202,Subsidiary or Business Segment,1480
1481,Artech LLC,3.9,202,Company - Private,1481
1483,Matlen Silver,3.4,202,Company - Private,1483
1484,Diversant LLC,3.8,202,Company - Private,1484
1485,Signature Consultants,3.6,202,Company - Private,1485
1486,Sysmind LLC,4.1,202,Company - Private,1486
1488,Robert Half,3.5,202,Company - Public,1488
1489,"Staffigo Technical Services, LLC",5.0,202,Company - Private,1489
1492,"TEKsystems, Inc",3.9,202,Subsidiary or Business Segment,1492
1494,"Resource Logistics, Inc.",4.7,202,Company - Private,1494
1495,Diverse Lynx,3.9,202,Company - Private,1495
1497,Vaco Technology,3.3,202,Company - Private,1497
1499,OrthoCarolina,3.6,202,Company - Private,1499
1500,American Tire Distributors,2.8,204,Company - Private,1500
1502,Apex Systems,3.8,202,Subsidiary or Business Segment,1502
1503,eTeam Inc.,3.7,202,Company - Private,1503
1505,"Nesco Resource, LLC",2.9,205,Company - Private,1505
1506,RGP,4.1,202,Company - Public,1506
1511,Tek Leaders,3.5,202,Company - Private,1511
1512,DATA Inc.,4.3,202,Company - Private,1512
1514,London Stock Exchange Group,3.2,202,Company - Public,1514
1518,CYNET SYSTEMS,4.0,202,Company - Private,1518
1520,Collabera,4.1,205,Company - Private,1520
1527,Driven Brands,1.8,202,Company - Private,1527
1528,Tachyon Technologies LLC,4.4,202,Company - Private,1528
1530,Canvas InfoTech Inc.,4.1,202,Company - Private,1530
1531,"PruTech Solutions, Inc.",3.8,202,Company - Private,1531
1533,Transportation Insight,3.7,202,Company - Private,1533
1535,Midan Marketing,3.0,203,Company - Private,1535
1536,Accenture Federal Services,3.6,202,Subsidiary or Business Segment,1536
1537,Autodesk,4.0,207,Company - Public,1537
1538,Vionic Group,3.6,208,Subsidiary or Business Segment,1538
1542,Edmodo,3.8,209,Company - Private,1542
1544,Freedom Financial Network,3.5,209,Company - Private,1544
1545,AppleOne,3.3,207,Company - Private,1545
1546,PubNub,4.1,207,Company - Private,1546
1548,Giving Assistant,4.8,207,Company - Private,1548
1550,Perficient,3.6,207,Company - Public,1550
1553,Mondo,3.8,207,Company - Private,1553
1560,Duetto,4.5,207,Company - Private,1560
1563,Veem,4.1,207,Company - Private,1563
1567,Hinge Health,4.4,207,Company - Private,1567
1570,Shorenstein Realty Services L.P.,3.8,207,Company - Private,1570
1572,UCSF Medical Center,4.1,207,Hospital,1572
1573,Motiv Power Systems,4.6,207,Company - Private,1573
1582,Artech LLC,3.9,207,Company - Private,1582
1583,ICONMA,3.6,207,Company - Private,1583
1587,Twitter,4.0,207,Company - Public,1587
1588,UC San Francisco,4.1,207,College / University,1588
1589,"Impaq International, Llc",3.4,210,Company - Private,1589
1591,Diverse Lynx,3.9,207,Company - Private,1591
1593,RGP,4.1,207,Company - Public,1593
1595,"Evolver, Inc.",3.2,207,Company - Private,1595
1598,Acumen,3.2,212,Company - Private,1598
1599,Software Guidance & Assistance,3.7,207,Company - Private,1599
1602,QuinStreet,3.2,209,Company - Public,1602
1606,Marin City Health and Wellness Center,4.5,214,Nonprofit Organization,1606
1608,"Staffigo Technical Services, LLC",5.0,207,Company - Private,1608
1609,Ascent,4.6,215,Company - Private,1609
1611,Net2Source,3.2,207,Company - Private,1611
1616,"Netpace, Inc",3.9,213,Company - Private,1616
1617,Qualys,3.0,213,Company - Public,1617
1619,Focal Systems,3.8,212,Company - Private,1619
1620,United IT Solutions,3.8,207,Company - Private,1620
1626,ApTask,3.9,207,Company - Private,1626
1627,Square,4.0,207,Company - Public,1627
1630,Rose International,4.5,207,Company - Private,1630
1632,Take-Two,3.7,219,Company - Public,1632
1633,"Netpace, Inc.",3.9,213,Company - Private,1633
1639,Stem Inc,3.2,220,Company - Private,1639
1641,VLink Inc.,3.8,207,Company - Private,1641
1643,Bank of the West,2.8,207,Subsidiary or Business Segment,1643
1646,"PRIMUS Global Services, Inc",3.7,207,Company - Private,1646
1647,Akraya Inc.,4.6,207,Company - Private,1647
1649,Flexport,3.5,207,Company - Private,1649
1650,Kforce,4.1,221,Company - Public,1650
1651,Bio-Rad,3.3,222,Company - Public,1651
1656,Apex Systems,3.8,207,Subsidiary or Business Segment,1656
1657,Hazelcast,4.0,209,Company - Private,1657
1660,University of California Berkeley,4.1,211,College / University,1660
1662,HireTalent,4.5,207,Company - Private,1662
1667,"TalentBurst, Inc.",3.9,207,Company - Private,1667
1670,Alliance IT,4.4,221,Company - Private,1670
1671,Square Trade,3.5,207,Company - Private,1671
1673,"Next Level Business Services, Inc.",4.4,207,Company - Private,1673
1675,GoAhead Solutions,4.9,207,Company - Private,1675
1677,Franklin Templeton Investments,3.8,209,Company - Public,1677
1678,Sutter Health System,3.9,210,Nonprofit Organization,1678
1679,Incedo Inc,3.4,216,Company - Private,1679
1680,Ascent,4.6,223,Company - Private,1680
1686,The Ascent Services Group,4.6,221,Company - Private,1686
1690,Central Garden & Pet Company,3.6,224,Company - Public,1690
1691,Ascent,4.6,216,Company - Private,1691
1692,The Ascent Services Group,4.6,208,Company - Private,1692
1694,Concept Software & Services Inc,5.0,207,Company - Private,1694
1695,Allied Solutions,3.2,225,Subsidiary or Business Segment,1695
1696,Navient,3.3,226,Company - Public,1696
1697,Briljent,3.5,226,Company - Private,1697
1698,Upper Hand,4.2,226,Company - Private,1698
1702,"Staffigo Technical Services, LLC",5.0,226,Company - Private,1702
1704,The Fountain Group,3.6,226,Company - Private,1704
1706,Swoon,4.6,226,Company - Private,1706
1707,Keywords Studios,3.1,226,Company - Public,1707
1709,CYNET SYSTEMS,4.0,226,Company - Private,1709
1710,Health & Hospital Corporation,3.4,226,Company - Private,1710
1711,Heartland Payment Systems,2.9,228,Subsidiary or Business Segment,1711
1712,Franciscan Health,3.5,229,Nonprofit Organization,1712
1714,CNO Financial Group,2.7,225,Company - Public,1714
1715,Lionbridge,3.3,231,Company - Private,1715
1719,Akraya Inc.,4.6,232,Company - Private,1719
1720,Washington Federal,3.6,232,Company - Public,1720
1723,TechDigital Corporation,3.5,232,Company - Private,1723
1725,"LendingTree, LLC.",3.7,232,Company - Public,1725
1726,Blue Origin,2.9,234,Company - Private,1726
1727,"Staffigo Technical Services, LLC",5.0,232,Company - Private,1727
1728,"Resource Logistics, Inc.",4.7,231,Company - Private,1728
1730,Subex,3.2,235,Company - Public,1730
1731,Fred Hutch,3.9,232,Nonprofit Organization,1731
1733,Wipro Ltd.,2.9,231,Company - Public,1733
1734,Intelliswift Software Inc,3.0,232,Company - Private,1734
1737,Protingent,4.4,234,Company - Private,1737
1738,eTeam Inc.,3.7,237,Company - Private,1738
1741,eTeam Inc.,3.7,231,Company - Private,1741
1742,Zen3 Infosolutions America Inc,3.6,231,Company - Private,1742
1743,Serverlogic,3.5,232,Company - Private,1743
1744,NuWest Group,4.2,234,Company - Private,1744
1746,Resource Informatics Group,4.6,232,Nonprofit Organization,1746
1748,W3Global,4.5,232,Company - Private,1748
1749,Xoriant Corporation,3.6,237,Company - Private,1749
1751,Johns Hopkins University,4.1,232,College / University,1751
1752,Protingent Staffing,4.4,236,Company - Private,1752
1753,University of Georgia,4.2,238,College / University,1753
1754,"Staffigo Technical Services, LLC",5.0,238,Company - Private,1754
1755,Focal Systems,3.8,239,Company - Private,1755
1756,"Advent Global Solutions, Inc.",3.4,240,Company - Private,1756
1758,CoreSite,3.8,241,Company - Public,1758
1759,Autodesk,4.0,241,Company - Public,1759
1761,Twilio,4.0,241,Company - Public,1761
1762,BridgeView IT,3.8,241,Company - Private,1762
1763,Integrated Resources,3.1,241,Company - Private,1763
1764,"Paramount Software Solutions, Inc",4.3,241,Company - Private,1764
1765,Wipro Ltd.,2.9,241,Company - Public,1765
1766,GDKN,3.2,242,Company - Private,1766
1767,Mondo,3.8,243,Company - Private,1767
1769,Collabera,4.1,244,Company - Private,1769
1770,Gloo,3.9,243,Company - Private,1770
1771,Advent Global Solutions,3.4,241,Company - Private,1771
1773,PROLIM Global Corporation,3.3,241,Company - Private,1773
1774,"Staffigo Technical Services, LLC",5.0,241,Company - Private,1774
1777,Infotree Service Inc,3.7,241,Company - Private,1777
1778,CitiusTech,3.6,241,Company - Private,1778
1779,Apex Systems,3.8,244,Subsidiary or Business Segment,1779
1784,TA Digital,3.7,242,Company - Private,1784
1786,Charles Schwab Corporation,3.6,248,Company - Public,1786
1787,"Quicksilver Scientific, Inc",3.1,249,Company - Private,1787
1789,Broadridge,3.5,241,Company - Public,1789
1790,xentity corporation,5.0,241,Company - Private,1790
1792,Kforce,4.1,241,Company - Public,1792
1794,Century Communities,3.5,244,Company - Public,1794
1795,Weston Solutions,3.6,247,Company - Private,1795
1798,Recondo Technology,3.5,241,Company - Private,1798
1802,ClientSolv Technologies,3.3,251,Company - Private,1802
1806,Infotree Service Inc,3.7,246,Company - Private,1806
1810,22nd Century Technologies,3.7,241,Company - Private,1810
1813,DW Simpson,4.2,241,Company - Private,1813
1814,Source of Future Technology Inc,4.1,241,Company - Private,1814
1821,Global Healthcare Exchange,3.7,249,Company - Private,1821
1822,V.L.S. Systems,3.3,241,Company - Private,1822
1823,TechUSA,2.7,246,Company - Private,1823
1824,GHX,2.8,249,Subsidiary or Business Segment,1824
1827,Telligen,3.6,244,Company - Private,1827
1828,ClientSolv Technologies,3.3,244,Company - Private,1828
1829,"Amyx, Inc.",4.0,250,Company - Private,1829
1831,"The Judge Group, Inc.",3.5,242,Company - Private,1831
1832,Forfeiture Support Associates,2.8,242,Company - Private,1832
1836,Contingent Network Services,3.1,242,Company - Private,1836
1837,SCL Health,3.4,251,Nonprofit Organization,1837
